Body Part: L-Ank, A: 235, B: 53 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 100, B: 244 
Body Part: R-Sho, A: 139, B: 228 
Body Part: R-Elb, A: 180, B: 220 
Body Part: R-Wr, A: 147, B: 307 
Body Part: L-Sho, A: 211, B: 315 
Body Part: L-Elb, A: 140, B: 267 
Body Part: R-Knee, A: 140, B: 267 
Body Part: L-Knee, A: 140, B: 267 
Body Part: L-Ank, A: 99, B: 243 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 178, B: 211 
Body Part: R-Wr, A: 146, B: 299 
Body Part: L-Sho, A: 204, B: 307 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 243 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 220 
Body Part: R-Elb, A: 172, B: 211 
Body Part: R-Wr, A: 141, B: 293 
Body Part: L-Sho, A: 204, B: 306 
Body Part: L-Elb, A: 139, B: 259 
Body Part: R-Knee, A: 139, B: 259 
Body Part: L-Knee, A: 139, B: 259 
Body Part: L-Ank, A: 99, B: 237 
Body Part: R-Sho, A: 139, B: 205 
Body Part: R-Elb, A: 173, B: 196 
Body Part: R-Wr, A: 140, B: 276 
Body Part: L-Sho, A: 202, B: 291 
Body Part: L-Elb, A: 139, B: 243 
Body Part: R-Knee, A: 139, B: 243 
Body Part: L-Knee, A: 139, B: 243 
Body Part: L-Ank, A: 100, B: 227 
Body Part: R-Sho, A: 139, B: 204 
Body Part: R-Elb, A: 171, B: 196 
Body Part: R-Wr, A: 140, B: 275 
Body Part: L-Sho, A: 202, B: 284 
Body Part: L-Elb, A: 139, B: 236 
Body Part: R-Knee, A: 139, B: 236 
Body Part: L-Knee, A: 139, B: 236 
Body Part: L-Ank, A: 100, B: 220 
Body Part: R-Sho, A: 139, B: 204 
Body Part: R-Elb, A: 171, B: 196 
Body Part: R-Wr, A: 140, B: 275 
Body Part: L-Sho, A: 202, B: 284 
Body Part: L-Elb, A: 139, B: 236 
Body Part: R-Knee, A: 139, B: 236 
Body Part: L-Knee, A: 139, B: 236 
Body Part: L-Ank, A: 100, B: 220 
Body Part: R-Sho, A: 139, B: 204 
Body Part: R-Elb, A: 171, B: 196 
Body Part: R-Wr, A: 140, B: 275 
Body Part: L-Sho, A: 202, B: 284 
Body Part: L-Elb, A: 139, B: 236 
Body Part: R-Knee, A: 139, B: 236 
Body Part: L-Knee, A: 139, B: 236 
Body Part: L-Ank, A: 100, B: 220 
Body Part: R-Sho, A: 139, B: 204 
Body Part: R-Elb, A: 171, B: 196 
Body Part: R-Wr, A: 140, B: 275 
Body Part: L-Sho, A: 202, B: 284 
Body Part: L-Elb, A: 139, B: 236 
Body Part: R-Knee, A: 139, B: 236 
Body Part: L-Knee, A: 139, B: 236 
Body Part: L-Ank, A: 100, B: 220 
Body Part: R-Sho, A: 139, B: 204 
Body Part: R-Elb, A: 171, B: 196 
Body Part: R-Wr, A: 140, B: 275 
Body Part: L-Sho, A: 202, B: 284 
Body Part: L-Elb, A: 139, B: 236 
Body Part: R-Knee, A: 139, B: 236 
Body Part: L-Knee, A: 139, B: 236 
Body Part: L-Ank, A: 100, B: 220 
Body Part: R-Sho, A: 139, B: 204 
Body Part: R-Elb, A: 171, B: 196 
Body Part: R-Wr, A: 140, B: 275 
Body Part: L-Sho, A: 202, B: 284 
Body Part: L-Elb, A: 139, B: 236 
Body Part: R-Knee, A: 139, B: 236 
Body Part: L-Knee, A: 139, B: 236 
Body Part: L-Ank, A: 100, B: 220 
Body Part: R-Sho, A: 139, B: 204 
Body Part: R-Elb, A: 171, B: 196 
Body Part: R-Wr, A: 140, B: 275 
Body Part: L-Sho, A: 202, B: 284 
Body Part: L-Elb, A: 139, B: 236 
Body Part: R-Knee, A: 139, B: 236 
Body Part: L-Knee, A: 139, B: 236 
Body Part: L-Ank, A: 100, B: 220 
Body Part: R-Sho, A: 139, B: 204 
Body Part: R-Elb, A: 171, B: 196 
Body Part: R-Wr, A: 140, B: 275 
Body Part: L-Sho, A: 202, B: 284 
Body Part: L-Elb, A: 139, B: 236 
Body Part: R-Knee, A: 139, B: 236 
Body Part: L-Knee, A: 139, B: 236 
Body Part: L-Ank, A: 100, B: 220 
Body Part: R-Sho, A: 139, B: 204 
Body Part: R-Elb, A: 171, B: 196 
Body Part: R-Wr, A: 140, B: 275 
Body Part: L-Sho, A: 202, B: 284 
Body Part: L-Elb, A: 139, B: 236 
Body Part: R-Knee, A: 139, B: 236 
Body Part: L-Knee, A: 139, B: 236 
Body Part: L-Ank, A: 100, B: 220 
Body Part: R-Sho, A: 139, B: 204 
Body Part: R-Elb, A: 171, B: 196 
Body Part: R-Wr, A: 140, B: 275 
Body Part: L-Sho, A: 202, B: 284 
Body Part: L-Elb, A: 139, B: 236 
Body Part: R-Knee, A: 139, B: 236 
Body Part: L-Knee, A: 139, B: 236 
Body Part: L-Ank, A: 100, B: 220 
Body Part: R-Sho, A: 139, B: 204 
Body Part: R-Elb, A: 171, B: 196 
Body Part: R-Wr, A: 140, B: 275 
Body Part: L-Sho, A: 202, B: 284 
Body Part: L-Elb, A: 139, B: 236 
Body Part: R-Knee, A: 139, B: 236 
Body Part: L-Knee, A: 139, B: 236 
Body Part: L-Ank, A: 100, B: 220 
Body Part: R-Sho, A: 139, B: 204 
Body Part: R-Elb, A: 171, B: 196 
